geoid,name,pov_quintile,poc_quintile,foreign_born_quintile,lep_quintile,disability_quintile,race_score,pov_score,lep_score,disability_score,foreign_born_score,final_score,acs_year
530330104021,"Block Group 1, Census Tract 104.02, King County, Washington",4,5,5,4,2,2,1.2,0.4,0.2,0.5,4,2019
530330104022,"Block Group 2, Census Tract 104.02, King County, Washington",4,5,5,5,4,2,1.2,0.5,0.4,0.5,5,2019
530330104023,"Block Group 3, Census Tract 104.02, King County, Washington",2,3,3,4,4,1.2000000000000002,0.6,0.4,0.4,0.30000000000000004,3,2019
530330104024,"Block Group 4, Census Tract 104.02, King County, Washington",2,4,4,4,2,1.6,0.6,0.4,0.2,0.4,3,2019
530330105001,"Block Group 1, Census Tract 105, King County, Washington",4,3,4,5,3,1.2000000000000002,1.2,0.5,0.30000000000000004,0.4,4,2019
530330105002,"Block Group 2, Census Tract 105, King County, Washington",2,2,2,1,1,0.8,0.6,0.1,0.1,0.2,2,2019
530330105003,"Block Group 3, Census Tract 105, King County, Washington",2,1,1,1,2,0.4,0.6,0.1,0.2,0.1,1,2019
530330105004,"Block Group 4, Census Tract 105, King County, Washington",4,4,5,1,5,1.6,1.2,0.1,0.5,0.5,4,2019
530330105005,"Block Group 5, Census Tract 105, King County, Washington",2,2,3,1,4,0.8,0.6,0.1,0.4,0.30000000000000004,2,2019
530330106001,"Block Group 1, Census Tract 106, King County, Washington",3,2,2,3,4,0.8,0.8999999999999999,0.30000000000000004,0.4,0.2,3,2019
530330106002,"Block Group 2, Census Tract 106, King County, Washington",1,3,3,5,4,1.2000000000000002,0.3,0.5,0.4,0.30000000000000004,3,2019
530330106003,"Block Group 3, Census Tract 106, King County, Washington",4,2,3,1,2,0.8,1.2,0.1,0.2,0.30000000000000004,3,2019
530330106004,"Block Group 4, Census Tract 106, King County, Washington",3,2,1,3,1,0.8,0.8999999999999999,0.30000000000000004,0.1,0.1,2,2019
530330106005,"Block Group 5, Census Tract 106, King County, Washington",3,1,2,1,4,0.4,0.8999999999999999,0.1,0.4,0.2,2,2019
530330106006,"Block Group 6, Census Tract 106, King County, Washington",2,1,1,1,4,0.4,0.6,0.1,0.4,0.1,2,2019
530330107011,"Block Group 1, Census Tract 107.01, King County, Washington",5,5,5,4,5,2,1.5,0.4,0.5,0.5,5,2019
530330107012,"Block Group 2, Census Tract 107.01, King County, Washington",4,4,3,4,4,1.6,1.2,0.4,0.4,0.30000000000000004,4,2019
530330107021,"Block Group 1, Census Tract 107.02, King County, Washington",2,2,2,1,1,0.8,0.6,0.1,0.1,0.2,2,2019
530330107022,"Block Group 2, Census Tract 107.02, King County, Washington",5,5,5,4,5,2,1.5,0.4,0.5,0.5,5,2019
530330107023,"Block Group 3, Census Tract 107.02, King County, Washington",5,5,5,5,5,2,1.5,0.5,0.5,0.5,5,2019
530330108001,"Block Group 1, Census Tract 108, King County, Washington",3,3,2,3,3,1.2000000000000002,0.8999999999999999,0.30000000000000004,0.30000000000000004,0.2,3,2019
530330108002,"Block Group 2, Census Tract 108, King County, Washington",4,4,3,3,3,1.6,1.2,0.30000000000000004,0.30000000000000004,0.30000000000000004,4,2019
530330108003,"Block Group 3, Census Tract 108, King County, Washington",5,5,4,3,5,2,1.5,0.30000000000000004,0.5,0.4,5,2019
530330109001,"Block Group 1, Census Tract 109, King County, Washington",3,1,1,1,2,0.4,0.8999999999999999,0.1,0.2,0.1,2,2019
530330109002,"Block Group 2, Census Tract 109, King County, Washington",2,1,1,1,2,0.4,0.6,0.1,0.2,0.1,1,2019
530330110011,"Block Group 1, Census Tract 110.01, King County, Washington",4,5,5,5,3,2,1.2,0.5,0.30000000000000004,0.5,4,2019
530330110012,"Block Group 2, Census Tract 110.01, King County, Washington",5,5,5,5,4,2,1.5,0.5,0.4,0.5,5,2019
530330110013,"Block Group 3, Census Tract 110.01, King County, Washington",5,5,5,5,5,2,1.5,0.5,0.5,0.5,5,2019
530330110021,"Block Group 1, Census Tract 110.02, King County, Washington",4,4,4,5,2,1.6,1.2,0.5,0.2,0.4,4,2019
530330110022,"Block Group 2, Census Tract 110.02, King County, Washington",5,5,5,5,4,2,1.5,0.5,0.4,0.5,5,2019
530330110023,"Block Group 3, Census Tract 110.02, King County, Washington",4,5,5,5,1,2,1.2,0.5,0.1,0.5,4,2019
530330111011,"Block Group 1, Census Tract 111.01, King County, Washington",3,4,4,4,4,1.6,0.8999999999999999,0.4,0.4,0.4,4,2019
530330111012,"Block Group 2, Census Tract 111.01, King County, Washington",4,5,5,4,5,2,1.2,0.4,0.5,0.5,5,2019
530330111013,"Block Group 3, Census Tract 111.01, King County, Washington",5,5,5,5,4,2,1.5,0.5,0.4,0.5,5,2019
530330111014,"Block Group 4, Census Tract 111.01, King County, Washington",5,5,5,5,3,2,1.5,0.5,0.30000000000000004,0.5,5,2019
530330111021,"Block Group 1, Census Tract 111.02, King County, Washington",3,2,2,2,2,0.8,0.8999999999999999,0.2,0.2,0.2,2,2019
530330111022,"Block Group 2, Census Tract 111.02, King County, Washington",3,4,4,4,1,1.6,0.8999999999999999,0.4,0.1,0.4,3,2019
530330111023,"Block Group 3, Census Tract 111.02, King County, Washington",4,4,4,2,4,1.6,1.2,0.2,0.4,0.4,4,2019
530330111024,"Block Group 4, Census Tract 111.02, King County, Washington",5,4,2,4,3,1.6,1.5,0.4,0.30000000000000004,0.2,4,2019
530330112001,"Block Group 1, Census Tract 112, King County, Washington",5,4,3,5,4,1.6,1.5,0.5,0.4,0.30000000000000004,4,2019
530330112002,"Block Group 2, Census Tract 112, King County, Washington",5,3,3,5,5,1.2000000000000002,1.5,0.5,0.5,0.30000000000000004,4,2019
530330112003,"Block Group 3, Census Tract 112, King County, Washington",5,5,3,5,1,2,1.5,0.5,0.1,0.30000000000000004,4,2019
530330113001,"Block Group 1, Census Tract 113, King County, Washington",5,4,3,4,5,1.6,1.5,0.4,0.5,0.30000000000000004,4,2019
530330113002,"Block Group 2, Census Tract 113, King County, Washington",4,5,4,4,2,2,1.2,0.4,0.2,0.4,4,2019
530330113003,"Block Group 3, Census Tract 113, King County, Washington",3,4,4,3,2,1.6,0.8999999999999999,0.30000000000000004,0.2,0.4,3,2019
530330113004,"Block Group 4, Census Tract 113, King County, Washington",3,1,1,1,4,0.4,0.8999999999999999,0.1,0.4,0.1,2,2019
530330113005,"Block Group 5, Census Tract 113, King County, Washington",4,3,3,3,4,1.2000000000000002,1.2,0.30000000000000004,0.4,0.30000000000000004,3,2019
530330114011,"Block Group 1, Census Tract 114.01, King County, Washington",4,4,3,3,5,1.6,1.2,0.30000000000000004,0.5,0.30000000000000004,4,2019
530330114012,"Block Group 2, Census Tract 114.01, King County, Washington",5,4,3,3,4,1.6,1.5,0.30000000000000004,0.4,0.30000000000000004,4,2019
530330114013,"Block Group 3, Census Tract 114.01, King County, Washington",4,4,2,3,5,1.6,1.2,0.30000000000000004,0.5,0.2,4,2019
530330114021,"Block Group 1, Census Tract 114.02, King County, Washington",4,5,5,5,5,2,1.2,0.5,0.5,0.5,5,2019
530330114022,"Block Group 2, Census Tract 114.02, King County, Washington",4,5,4,5,3,2,1.2,0.5,0.30000000000000004,0.4,4,2019
530330114023,"Block Group 3, Census Tract 114.02, King County, Washington",4,4,3,5,5,1.6,1.2,0.5,0.5,0.30000000000000004,4,2019
530330115001,"Block Group 1, Census Tract 115, King County, Washington",3,2,2,1,4,0.8,0.8999999999999999,0.1,0.4,0.2,2,2019
530330115002,"Block Group 2, Census Tract 115, King County, Washington",2,2,1,3,3,0.8,0.6,0.30000000000000004,0.30000000000000004,0.1,2,2019
530330115003,"Block Group 3, Census Tract 115, King County, Washington",2,2,2,2,3,0.8,0.6,0.2,0.30000000000000004,0.2,2,2019
530330116001,"Block Group 1, Census Tract 116, King County, Washington",3,2,2,4,1,0.8,0.8999999999999999,0.4,0.1,0.2,2,2019
530330116002,"Block Group 2, Census Tract 116, King County, Washington",3,1,1,4,3,0.4,0.8999999999999999,0.4,0.30000000000000004,0.1,2,2019
530330116003,"Block Group 3, Census Tract 116, King County, Washington",2,2,1,1,1,0.8,0.6,0.1,0.1,0.1,2,2019
530330116004,"Block Group 4, Census Tract 116, King County, Washington",2,1,1,1,3,0.4,0.6,0.1,0.30000000000000004,0.1,2,2019
530330116005,"Block Group 5, Census Tract 116, King County, Washington",1,1,1,1,1,0.4,0.3,0.1,0.1,0.1,1,2019
530330116006,"Block Group 6, Census Tract 116, King County, Washington",1,1,1,1,1,0.4,0.3,0.1,0.1,0.1,1,2019
530330117001,"Block Group 1, Census Tract 117, King County, Washington",5,5,5,5,5,2,1.5,0.5,0.5,0.5,5,2019
530330117002,"Block Group 2, Census Tract 117, King County, Washington",4,5,5,5,5,2,1.2,0.5,0.5,0.5,5,2019
530330117003,"Block Group 3, Census Tract 117, King County, Washington",4,5,5,5,3,2,1.2,0.5,0.30000000000000004,0.5,4,2019
530330117004,"Block Group 4, Census Tract 117, King County, Washington",2,4,2,2,2,1.6,0.6,0.2,0.2,0.2,3,2019
530330118001,"Block Group 1, Census Tract 118, King County, Washington",2,3,2,1,1,1.2000000000000002,0.6,0.1,0.1,0.2,2,2019
530330118002,"Block Group 2, Census Tract 118, King County, Washington",4,4,1,1,4,1.6,1.2,0.1,0.4,0.1,3,2019
530330118003,"Block Group 3, Census Tract 118, King County, Washington",1,4,3,3,1,1.6,0.3,0.30000000000000004,0.1,0.30000000000000004,3,2019
530330118004,"Block Group 4, Census Tract 118, King County, Washington",5,5,4,4,3,2,1.5,0.4,0.30000000000000004,0.4,5,2019
530330118005,"Block Group 5, Census Tract 118, King County, Washington",2,5,5,3,4,2,0.6,0.30000000000000004,0.4,0.5,4,2019
530330118006,"Block Group 6, Census Tract 118, King County, Washington",5,5,5,5,5,2,1.5,0.5,0.5,0.5,5,2019
530330119001,"Block Group 1, Census Tract 119, King County, Washington",5,5,5,3,5,2,1.5,0.30000000000000004,0.5,0.5,5,2019
530330119002,"Block Group 2, Census Tract 119, King County, Washington",4,4,3,3,2,1.6,1.2,0.30000000000000004,0.2,0.30000000000000004,4,2019
530330119003,"Block Group 3, Census Tract 119, King County, Washington",4,5,3,4,4,2,1.2,0.4,0.4,0.30000000000000004,4,2019
530330119004,"Block Group 4, Census Tract 119, King County, Washington",5,5,5,3,5,2,1.5,0.30000000000000004,0.5,0.5,5,2019
530330119005,"Block Group 5, Census Tract 119, King County, Washington",2,3,2,5,2,1.2000000000000002,0.6,0.5,0.2,0.2,3,2019
530330120001,"Block Group 1, Census Tract 120, King County, Washington",2,2,1,1,3,0.8,0.6,0.1,0.30000000000000004,0.1,2,2019
530330120002,"Block Group 2, Census Tract 120, King County, Washington",1,1,1,1,1,0.4,0.3,0.1,0.1,0.1,1,2019
530330120003,"Block Group 3, Census Tract 120, King County, Washington",1,2,1,1,1,0.8,0.3,0.1,0.1,0.1,1,2019
530330121001,"Block Group 1, Census Tract 121, King County, Washington",1,1,1,1,2,0.4,0.3,0.1,0.2,0.1,1,2019
530330121002,"Block Group 2, Census Tract 121, King County, Washington",1,3,2,1,3,1.2000000000000002,0.3,0.1,0.30000000000000004,0.2,2,2019
530330201001,"Block Group 1, Census Tract 201, King County, Washington",3,2,1,1,4,0.8,0.8999999999999999,0.1,0.4,0.1,2,2019
530330201002,"Block Group 2, Census Tract 201, King County, Washington",1,1,2,3,2,0.4,0.3,0.30000000000000004,0.2,0.2,1,2019
530330201003,"Block Group 3, Census Tract 201, King County, Washington",2,1,1,3,1,0.4,0.6,0.30000000000000004,0.1,0.1,2,2019
530330202001,"Block Group 1, Census Tract 202, King County, Washington",2,1,2,3,1,0.4,0.6,0.30000000000000004,0.1,0.2,2,2019
530330202002,"Block Group 2, Census Tract 202, King County, Washington",3,1,1,1,3,0.4,0.8999999999999999,0.1,0.30000000000000004,0.1,2,2019
530330202003,"Block Group 3, Census Tract 202, King County, Washington",3,2,1,1,5,0.8,0.8999999999999999,0.1,0.5,0.1,2,2019
530330202004,"Block Group 4, Census Tract 202, King County, Washington",1,1,2,1,2,0.4,0.3,0.1,0.2,0.2,1,2019
530330202005,"Block Group 5, Census Tract 202, King County, Washington",2,3,3,4,2,1.2000000000000002,0.6,0.4,0.2,0.30000000000000004,3,2019
530330203001,"Block Group 1, Census Tract 203, King County, Washington",4,5,5,5,4,2,1.2,0.5,0.4,0.5,5,2019
530330203002,"Block Group 2, Census Tract 203, King County, Washington",1,2,2,1,2,0.8,0.3,0.1,0.2,0.2,2,2019
530330203003,"Block Group 3, Census Tract 203, King County, Washington",2,2,3,1,3,0.8,0.6,0.1,0.30000000000000004,0.30000000000000004,2,2019
530330203004,"Block Group 4, Census Tract 203, King County, Washington",1,3,4,5,5,1.2000000000000002,0.3,0.5,0.5,0.4,3,2019
530330203005,"Block Group 5, Census Tract 203, King County, Washington",5,5,4,5,5,2,1.5,0.5,0.5,0.4,5,2019
530330204011,"Block Group 1, Census Tract 204.01, King County, Washington",4,4,4,5,5,1.6,1.2,0.5,0.5,0.4,4,2019
530330204012,"Block Group 2, Census Tract 204.01, King County, Washington",2,2,2,1,4,0.8,0.6,0.1,0.4,0.2,2,2019
530330204013,"Block Group 3, Census Tract 204.01, King County, Washington",3,2,2,4,1,0.8,0.8999999999999999,0.4,0.1,0.2,2,2019
530330204021,"Block Group 1, Census Tract 204.02, King County, Washington",2,2,3,3,2,0.8,0.6,0.30000000000000004,0.2,0.30000000000000004,2,2019
530330204022,"Block Group 2, Census Tract 204.02, King County, Washington",1,1,1,1,1,0.4,0.3,0.1,0.1,0.1,1,2019
530330204023,"Block Group 3, Census Tract 204.02, King County, Washington",1,2,3,1,1,0.8,0.3,0.1,0.1,0.30000000000000004,2,2019
530330204024,"Block Group 4, Census Tract 204.02, King County, Washington",1,1,1,1,2,0.4,0.3,0.1,0.2,0.1,1,2019
530330204025,"Block Group 5, Census Tract 204.02, King County, Washington",4,4,3,4,4,1.6,1.2,0.4,0.4,0.30000000000000004,4,2019
530330205001,"Block Group 1, Census Tract 205, King County, Washington",5,4,4,5,4,1.6,1.5,0.5,0.4,0.4,4,2019
530330205002,"Block Group 2, Census Tract 205, King County, Washington",3,2,3,4,4,0.8,0.8999999999999999,0.4,0.4,0.30000000000000004,3,2019
530330205003,"Block Group 3, Census Tract 205, King County, Washington",2,2,3,3,1,0.8,0.6,0.30000000000000004,0.1,0.30000000000000004,2,2019
530330205004,"Block Group 4, Census Tract 205, King County, Washington",3,3,3,1,2,1.2000000000000002,0.8999999999999999,0.1,0.2,0.30000000000000004,3,2019
530330205005,"Block Group 5, Census Tract 205, King County, Washington",4,3,4,3,4,1.2000000000000002,1.2,0.30000000000000004,0.4,0.4,4,2019
530330205006,"Block Group 6, Census Tract 205, King County, Washington",2,2,3,3,4,0.8,0.6,0.30000000000000004,0.4,0.30000000000000004,2,2019
530330206001,"Block Group 1, Census Tract 206, King County, Washington",2,3,3,1,1,1.2000000000000002,0.6,0.1,0.1,0.30000000000000004,2,2019
530330206002,"Block Group 2, Census Tract 206, King County, Washington",3,1,2,3,4,0.4,0.8999999999999999,0.30000000000000004,0.4,0.2,2,2019
530330206003,"Block Group 3, Census Tract 206, King County, Washington",3,3,2,3,2,1.2000000000000002,0.8999999999999999,0.30000000000000004,0.2,0.2,3,2019
530330206004,"Block Group 4, Census Tract 206, King County, Washington",1,2,2,4,1,0.8,0.3,0.4,0.1,0.2,2,2019
530330207001,"Block Group 1, Census Tract 207, King County, Washington",2,4,5,5,2,1.6,0.6,0.5,0.2,0.5,3,2019
530330207002,"Block Group 2, Census Tract 207, King County, Washington",4,4,4,5,5,1.6,1.2,0.5,0.5,0.4,4,2019
530330207003,"Block Group 3, Census Tract 207, King County, Washington",3,3,3,3,4,1.2000000000000002,0.8999999999999999,0.30000000000000004,0.4,0.30000000000000004,3,2019
530330208001,"Block Group 1, Census Tract 208, King County, Washington",3,2,3,5,5,0.8,0.8999999999999999,0.5,0.5,0.30000000000000004,3,2019
530330208002,"Block Group 2, Census Tract 208, King County, Washington",1,2,1,2,2,0.8,0.3,0.2,0.2,0.1,2,2019
530330208003,"Block Group 3, Census Tract 208, King County, Washington",2,1,1,1,3,0.4,0.6,0.1,0.30000000000000004,0.1,2,2019
530330208004,"Block Group 4, Census Tract 208, King County, Washington",1,1,1,1,1,0.4,0.3,0.1,0.1,0.1,1,2019
530330209001,"Block Group 1, Census Tract 209, King County, Washington",4,4,5,3,5,1.6,1.2,0.30000000000000004,0.5,0.5,4,2019
530330209002,"Block Group 2, Census Tract 209, King County, Washington",2,1,2,3,1,0.4,0.6,0.30000000000000004,0.1,0.2,2,2019
530330209003,"Block Group 3, Census Tract 209, King County, Washington",1,1,1,1,1,0.4,0.3,0.1,0.1,0.1,1,2019
530330210001,"Block Group 1, Census Tract 210, King County, Washington",3,4,3,1,4,1.6,0.8999999999999999,0.1,0.4,0.30000000000000004,3,2019
530330210002,"Block Group 2, Census Tract 210, King County, Washington",2,3,4,3,1,1.2000000000000002,0.6,0.30000000000000004,0.1,0.4,3,2019
530330210003,"Block Group 3, Census Tract 210, King County, Washington",3,3,2,4,5,1.2000000000000002,0.8999999999999999,0.4,0.5,0.2,3,2019
530330210004,"Block Group 4, Census Tract 210, King County, Washington",2,2,2,3,4,0.8,0.6,0.30000000000000004,0.4,0.2,2,2019
530330210005,"Block Group 5, Census Tract 210, King County, Washington",4,4,3,3,1,1.6,1.2,0.30000000000000004,0.1,0.30000000000000004,4,2019
530330211001,"Block Group 1, Census Tract 211, King County, Washington",3,2,1,2,2,0.8,0.8999999999999999,0.2,0.2,0.1,2,2019
530330211002,"Block Group 2, Census Tract 211, King County, Washington",3,4,4,4,2,1.6,0.8999999999999999,0.4,0.2,0.4,4,2019
530330211003,"Block Group 3, Census Tract 211, King County, Washington",5,4,4,5,5,1.6,1.5,0.5,0.5,0.4,4,2019
530330211004,"Block Group 4, Census Tract 211, King County, Washington",1,1,1,1,1,0.4,0.3,0.1,0.1,0.1,1,2019
530330213001,"Block Group 1, Census Tract 213, King County, Washington",1,3,4,4,3,1.2000000000000002,0.3,0.4,0.30000000000000004,0.4,3,2019
530330213002,"Block Group 2, Census Tract 213, King County, Washington",2,2,4,4,1,0.8,0.6,0.4,0.1,0.4,2,2019
530330213003,"Block Group 3, Census Tract 213, King County, Washington",4,1,3,2,4,0.4,1.2,0.2,0.4,0.30000000000000004,2,2019
530330214001,"Block Group 1, Census Tract 214, King County, Washington",1,1,2,1,1,0.4,0.3,0.1,0.1,0.2,1,2019
530330214002,"Block Group 2, Census Tract 214, King County, Washington",2,2,3,1,2,0.8,0.6,0.1,0.2,0.30000000000000004,2,2019
530330214003,"Block Group 3, Census Tract 214, King County, Washington",4,2,2,1,1,0.8,1.2,0.1,0.1,0.2,2,2019
530330215001,"Block Group 1, Census Tract 215, King County, Washington",1,3,2,1,1,1.2000000000000002,0.3,0.1,0.1,0.2,2,2019
530330215002,"Block Group 2, Census Tract 215, King County, Washington",3,1,1,1,2,0.4,0.8999999999999999,0.1,0.2,0.1,2,2019
530330215003,"Block Group 3, Census Tract 215, King County, Washington",2,1,1,1,3,0.4,0.6,0.1,0.30000000000000004,0.1,2,2019
530330215004,"Block Group 4, Census Tract 215, King County, Washington",1,1,2,1,2,0.4,0.3,0.1,0.2,0.2,1,2019
530330216001,"Block Group 1, Census Tract 216, King County, Washington",4,3,4,4,3,1.2000000000000002,1.2,0.4,0.30000000000000004,0.4,4,2019
530330216002,"Block Group 2, Census Tract 216, King County, Washington",2,2,1,1,2,0.8,0.6,0.1,0.2,0.1,2,2019
530330216003,"Block Group 3, Census Tract 216, King County, Washington",3,1,1,3,1,0.4,0.8999999999999999,0.30000000000000004,0.1,0.1,2,2019
530330216004,"Block Group 4, Census Tract 216, King County, Washington",1,2,2,3,2,0.8,0.3,0.30000000000000004,0.2,0.2,2,2019
530330217001,"Block Group 1, Census Tract 217, King County, Washington",4,2,2,3,4,0.8,1.2,0.30000000000000004,0.4,0.2,3,2019
530330217002,"Block Group 2, Census Tract 217, King County, Washington",2,3,5,5,5,1.2000000000000002,0.6,0.5,0.5,0.5,3,2019
530330217003,"Block Group 3, Census Tract 217, King County, Washington",1,4,4,4,4,1.6,0.3,0.4,0.4,0.4,3,2019
530330217004,"Block Group 4, Census Tract 217, King County, Washington",4,4,4,5,4,1.6,1.2,0.5,0.4,0.4,4,2019
530330217005,"Block Group 5, Census Tract 217, King County, Washington",5,3,4,1,5,1.2000000000000002,1.5,0.1,0.5,0.4,4,2019
530330218021,"Block Group 1, Census Tract 218.02, King County, Washington",3,5,5,5,3,2,0.8999999999999999,0.5,0.30000000000000004,0.5,4,2019
530330218022,"Block Group 2, Census Tract 218.02, King County, Washington",4,4,4,4,5,1.6,1.2,0.4,0.5,0.4,4,2019
530330218023,"Block Group 3, Census Tract 218.02, King County, Washington",2,2,3,1,3,0.8,0.6,0.1,0.30000000000000004,0.30000000000000004,2,2019
530330218031,"Block Group 1, Census Tract 218.03, King County, Washington",4,3,3,4,4,1.2000000000000002,1.2,0.4,0.4,0.30000000000000004,4,2019
530330218032,"Block Group 2, Census Tract 218.03, King County, Washington",4,2,3,3,3,0.8,1.2,0.30000000000000004,0.30000000000000004,0.30000000000000004,3,2019
530330218033,"Block Group 3, Census Tract 218.03, King County, Washington",2,2,3,4,3,0.8,0.6,0.4,0.30000000000000004,0.30000000000000004,2,2019
530330218034,"Block Group 4, Census Tract 218.03, King County, Washington",2,1,3,3,2,0.4,0.6,0.30000000000000004,0.2,0.30000000000000004,2,2019
530330218041,"Block Group 1, Census Tract 218.04, King County, Washington",2,3,4,2,2,1.2000000000000002,0.6,0.2,0.2,0.4,3,2019
530330218042,"Block Group 2, Census Tract 218.04, King County, Washington",5,5,5,5,5,2,1.5,0.5,0.5,0.5,5,2019
530330218043,"Block Group 3, Census Tract 218.04, King County, Washington",1,2,1,1,4,0.8,0.3,0.1,0.4,0.1,2,2019
530330219031,"Block Group 1, Census Tract 219.03, King County, Washington",5,4,3,1,5,1.6,1.5,0.1,0.5,0.30000000000000004,4,2019
530330219032,"Block Group 2, Census Tract 219.03, King County, Washington",1,2,1,1,1,0.8,0.3,0.1,0.1,0.1,1,2019
530330219033,"Block Group 3, Census Tract 219.03, King County, Washington",1,1,1,1,2,0.4,0.3,0.1,0.2,0.1,1,2019
530330219034,"Block Group 4, Census Tract 219.03, King County, Washington",2,1,1,3,1,0.4,0.6,0.30000000000000004,0.1,0.1,2,2019
530330219035,"Block Group 5, Census Tract 219.03, King County, Washington",3,2,4,1,4,0.8,0.8999999999999999,0.1,0.4,0.4,3,2019
530330219041,"Block Group 1, Census Tract 219.04, King County, Washington",5,5,5,5,2,2,1.5,0.5,0.2,0.5,5,2019
530330219042,"Block Group 2, Census Tract 219.04, King County, Washington",1,2,2,3,2,0.8,0.3,0.30000000000000004,0.2,0.2,2,2019
530330219043,"Block Group 3, Census Tract 219.04, King County, Washington",3,1,2,4,2,0.4,0.8999999999999999,0.4,0.2,0.2,2,2019
530330219044,"Block Group 4, Census Tract 219.04, King County, Washington",1,4,3,1,3,1.6,0.3,0.1,0.30000000000000004,0.30000000000000004,3,2019
530330219051,"Block Group 1, Census Tract 219.05, King County, Washington",3,3,3,4,3,1.2000000000000002,0.8999999999999999,0.4,0.30000000000000004,0.30000000000000004,3,2019
530330219052,"Block Group 2, Census Tract 219.05, King County, Washington",3,2,2,1,2,0.8,0.8999999999999999,0.1,0.2,0.2,2,2019
530330219053,"Block Group 3, Census Tract 219.05, King County, Washington",5,5,5,5,3,2,1.5,0.5,0.30000000000000004,0.5,5,2019
530330219054,"Block Group 4, Census Tract 219.05, King County, Washington",1,2,2,2,3,0.8,0.3,0.2,0.30000000000000004,0.2,2,2019
530330219061,"Block Group 1, Census Tract 219.06, King County, Washington",3,4,5,3,3,1.6,0.8999999999999999,0.30000000000000004,0.30000000000000004,0.5,4,2019
530330219062,"Block Group 2, Census Tract 219.06, King County, Washington",1,1,2,1,3,0.4,0.3,0.1,0.30000000000000004,0.2,1,2019
530330219063,"Block Group 3, Census Tract 219.06, King County, Washington",5,4,4,3,2,1.6,1.5,0.30000000000000004,0.2,0.4,4,2019
530330220011,"Block Group 1, Census Tract 220.01, King County, Washington",2,1,1,1,3,0.4,0.6,0.1,0.30000000000000004,0.1,2,2019
530330220012,"Block Group 2, Census Tract 220.01, King County, Washington",4,5,4,4,5,2,1.2,0.4,0.5,0.4,4,2019
530330220013,"Block Group 3, Census Tract 220.01, King County, Washington",1,4,2,1,4,1.6,0.3,0.1,0.4,0.2,3,2019
530330220031,"Block Group 1, Census Tract 220.03, King County, Washington",1,2,2,2,1,0.8,0.3,0.2,0.1,0.2,2,2019
530330220032,"Block Group 2, Census Tract 220.03, King County, Washington",2,3,2,1,4,1.2000000000000002,0.6,0.1,0.4,0.2,3,2019
530330220033,"Block Group 3, Census Tract 220.03, King County, Washington",2,2,2,1,2,0.8,0.6,0.1,0.2,0.2,2,2019
530330220034,"Block Group 4, Census Tract 220.03, King County, Washington",3,2,1,2,2,0.8,0.8999999999999999,0.2,0.2,0.1,2,2019
530330220035,"Block Group 5, Census Tract 220.03, King County, Washington",3,2,4,5,4,0.8,0.8999999999999999,0.5,0.4,0.4,3,2019
530330220051,"Block Group 1, Census Tract 220.05, King County, Washington",4,4,5,4,4,1.6,1.2,0.4,0.4,0.5,4,2019
530330220052,"Block Group 2, Census Tract 220.05, King County, Washington",2,2,4,1,1,0.8,0.6,0.1,0.1,0.4,2,2019
530330220053,"Block Group 3, Census Tract 220.05, King County, Washington",3,3,4,5,1,1.2000000000000002,0.8999999999999999,0.5,0.1,0.4,3,2019
530330220061,"Block Group 1, Census Tract 220.06, King County, Washington",4,1,2,4,3,0.4,1.2,0.4,0.30000000000000004,0.2,2,2019
530330220062,"Block Group 2, Census Tract 220.06, King County, Washington",1,2,3,1,1,0.8,0.3,0.1,0.1,0.30000000000000004,2,2019
530330220063,"Block Group 3, Census Tract 220.06, King County, Washington",3,2,4,5,4,0.8,0.8999999999999999,0.5,0.4,0.4,3,2019
530330221011,"Block Group 1, Census Tract 221.01, King County, Washington",3,3,4,3,4,1.2000000000000002,0.8999999999999999,0.30000000000000004,0.4,0.4,3,2019
530330221012,"Block Group 2, Census Tract 221.01, King County, Washington",2,1,1,3,1,0.4,0.6,0.30000000000000004,0.1,0.1,2,2019
530330221013,"Block Group 3, Census Tract 221.01, King County, Washington",3,2,4,3,3,0.8,0.8999999999999999,0.30000000000000004,0.30000000000000004,0.4,3,2019
530330221014,"Block Group 4, Census Tract 221.01, King County, Washington",1,1,1,1,1,0.4,0.3,0.1,0.1,0.1,1,2019
530330221021,"Block Group 1, Census Tract 221.02, King County, Washington",4,4,4,4,5,1.6,1.2,0.4,0.5,0.4,4,2019
530330221022,"Block Group 2, Census Tract 221.02, King County, Washington",1,1,2,1,1,0.4,0.3,0.1,0.1,0.2,1,2019
530330221023,"Block Group 3, Census Tract 221.02, King County, Washington",3,1,2,1,2,0.4,0.8999999999999999,0.1,0.2,0.2,2,2019
530330221024,"Block Group 4, Census Tract 221.02, King County, Washington",2,4,4,3,5,1.6,0.6,0.30000000000000004,0.5,0.4,3,2019
530330222011,"Block Group 1, Census Tract 222.01, King County, Washington",1,1,2,2,4,0.4,0.3,0.2,0.4,0.2,1,2019
530330222012,"Block Group 2, Census Tract 222.01, King County, Washington",2,2,2,3,3,0.8,0.6,0.30000000000000004,0.30000000000000004,0.2,2,2019
530330222013,"Block Group 3, Census Tract 222.01, King County, Washington",3,2,2,3,2,0.8,0.8999999999999999,0.30000000000000004,0.2,0.2,2,2019
530330222014,"Block Group 4, Census Tract 222.01, King County, Washington",2,1,1,2,3,0.4,0.6,0.2,0.30000000000000004,0.1,2,2019
